ST	ASP	GLN	GLT	GLY	PGM	TKT	UNC	group
25	4	7	10	1	1	7	1	2
25	4	7	10	1	1	7	1	2
25	4	7	10	1	1	7	1	2
25	4	7	10	1	1	7	1	2
25	4	7	10	1	1	7	1	2
33	2	1	12	3	17	1	5	2
33	2	1	12	3	17	1	5	2
40	9	2	5	15	89	3	1	2
43	2	1	5	3	4	1	5	2
44	8	1	6	3	2	1	1	2
44	8	1	6	3	2	1	1	2
44	8	1	6	3	2	1	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
45	4	7	10	4	1	7	1	2
46	2	21	5	3	2	1	5	2
46	2	21	5	3	2	1	5	2
46	2	21	5	3	2	1	5	2
46	2	21	5	3	2	1	5	2
46	2	21	5	3	2	1	5	2
47	2	1	1	5	2	1	5	2
49	3	1	5	17	11	11	6	2
49	3	1	5	17	11	11	6	2
49	3	1	5	17	11	11	6	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
50	2	1	12	3	2	1	5	2
51	7	17	2	15	23	3	12	2
52	9	25	2	10	22	3	6	2
52	9	25	2	10	22	3	6	2
52	9	25	2	10	22	3	6	2
52	9	25	2	10	22	3	6	2
52	9	25	2	10	22	3	6	2
52	9	25	2	10	22	3	6	2
52	9	25	2	10	22	3	6	2
53	2	1	21	3	2	1	5	2
53	2	1	21	3	2	1	5	2
53	2	1	21	3	2	1	5	2
53	2	1	21	3	2	1	5	2
61	1	4	2	2	6	3	17	2
65	2	15	4	6	17	12	19	2
65	2	15	4	6	17	12	19	2
67	2	1	12	3	2	25	5	2
67	2	1	12	3	2	25	5	2
68	4	7	10	4	32	7	6	2
68	4	7	10	4	32	7	6	2
71	22	15	4	64	17	1	35	2
71	22	15	4	64	17	1	35	2
76	2	1	1	3	20	20	5	2
76	2	1	1	3	20	20	5	2
77	4	7	10	4	31	1	1	2
77	4	7	10	4	31	1	1	2
86	2	1	12	2	2	1	5	2
86	2	1	12	2	2	1	5	2
93	1	4	2	2	6	3	6	2
93	1	4	2	2	6	3	6	2
93	1	4	2	2	6	3	6	2
94	4	7	10	1	1	1	1	2
94	4	7	10	1	1	1	1	2
96	2	4	5	2	2	30	5	2
96	2	4	5	2	2	30	5	2
97	4	7	10	4	1	1	1	2
97	4	7	10	4	1	1	1	2
100	2	7	9	4	1	30	1	2
104	2	1	1	3	7	1	5	2
104	2	1	1	3	7	1	5	2
104	2	1	1	3	7	1	5	2
104	2	1	1	3	7	1	5	2
104	2	1	1	3	7	1	5	2
104	2	1	1	3	7	1	5	2
104	2	1	1	3	7	1	5	2
116	26	7	10	5	1	7	21	2
116	26	7	10	5	1	7	21	2
118	4	1	12	2	2	1	1	2
118	4	1	12	2	2	1	1	2
122	6	4	5	2	2	1	5	2
124	2	1	1	3	2	1	27	2
124	2	1	1	3	2	1	27	2
133	7	2	5	6	11	3	6	2
133	7	2	5	6	11	3	6	2
134	2	4	1	42	20	3	5	2
134	2	4	1	42	20	3	5	2
135	2	21	5	37	2	39	5	2
135	2	21	5	37	2	39	5	2
137	4	7	10	4	42	7	1	2
137	4	7	10	4	42	7	1	2
137	4	7	10	4	42	7	1	2
137	4	7	10	4	42	7	1	2
137	4	7	10	4	42	7	1	2
140	2	31	12	5	20	1	5	2
154	31	1	12	3	2	32	21	2
154	31	1	12	3	2	32	21	2
156	42	1	5	17	11	11	6	2
156	42	1	5	17	11	11	6	2
165	2	1	12	48	2	1	32	2
167	38	1	1	3	2	1	5	2
171	10	7	10	2	1	7	1	2
173	4	44	10	4	1	7	1	2
181	4	46	4	5	4	5	1	2
219	1	4	2	2	6	3	1	2
219	1	4	2	2	6	3	1	2
227	2	4	5	2	2	1	5	2
233	2	7	10	4	1	7	1	2
240	2	21	22	4	1	7	5	2
241	4	7	10	4	1	7	5	2
241	4	7	10	4	1	7	5	2
242	4	7	10	2	1	7	1	2
257	9	2	4	62	4	5	6	2
257	9	2	4	62	4	5	6	2
257	9	2	4	62	4	5	6	2
257	9	2	4	62	4	5	6	2
257	9	2	4	62	4	5	6	2
257	9	2	4	62	4	5	6	2
257	9	2	4	62	4	5	6	2
257	9	2	4	62	4	5	6	2
257	9	2	4	62	4	5	6	2
262	2	1	1	3	2	1	3	2
262	2	1	1	3	2	1	3	2
262	2	1	1	3	2	1	3	2
262	2	1	1	3	2	1	3	2
262	2	1	1	3	2	1	3	2
267	4	7	40	4	42	51	1	2
267	4	7	40	4	42	51	1	2
267	4	7	40	4	42	51	1	2
267	4	7	40	4	42	51	1	2
267	4	7	40	4	42	51	1	2
267	4	7	40	4	42	51	1	2
278	22	15	4	64	17	25	35	2
286	9	1	4	62	4	5	6	2
287	8	4	5	2	2	58	5	2
288	6	25	2	10	11	3	6	2
289	6	17	5	2	10	59	6	2
290	2	21	5	3	23	1	5	2
291	8	7	10	4	42	51	1	2
292	8	21	5	3	2	1	5	2
293	2	1	12	3	59	1	5	2
294	47	2	4	62	4	5	6	2
295	47	7	10	4	1	1	1	2
297	24	11	5	10	11	3	8	2
298	9	1	12	3	2	1	5	2
298	9	1	12	3	2	1	5	2
299	1	4	5	2	2	1	5	2
300	7	1	1	3	2	1	3	2
302	2	1	5	10	2	1	1	2
303	2	17	2	15	23	3	12	2
304	6	2	42	4	98	58	34	2
305	9	53	2	10	11	3	3	2
306	47	21	2	2	11	3	6	2
307	2	55	5	10	4	59	8	2
308	4	55	5	10	4	3	8	2
309	9	11	5	3	4	3	8	2
311	1	4	2	4	3	3	6	2
313	7	2	4	62	4	1	6	2
320	9	7	10	4	1	7	1	2
324	57	17	2	2	11	12	6	2
324	57	17	2	2	11	12	6	2
325	7	28	4	28	84	34	35	2
325	7	28	4	28	84	34	35	2
326	8	10	2	2	82	12	6	2
333	2	1	21	2	2	1	5	2
334	4	7	40	4	42	7	1	2
340	22	1	1	3	2	1	5	2
341	46	1	5	3	2	1	1	2
342	46	1	1	5	2	1	5	2
343	4	1	5	3	2	1	5	2
344	7	4	5	2	70	1	5	2
345	2	1	5	69	2	1	1	2
346	9	4	5	2	69	1	5	2
347	9	1	21	3	2	1	5	2
348	33	1	21	3	2	1	5	2
349	62	2	5	68	11	55	1	2
351	22	1	12	3	59	1	5	2
351	22	1	12	3	59	1	5	2
353	7	17	5	2	10	3	6	2
353	7	17	5	2	10	3	6	2
353	7	17	5	2	10	3	6	2
353	7	17	5	2	10	3	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
354	8	10	2	2	11	12	6	2
368	9	1	10	3	2	1	5	2
369	9	1	1	3	2	1	3	2
370	9	59	4	38	17	12	35	2
371	14	59	4	38	17	12	35	2
372	7	2	4	62	4	5	6	2
374	7	61	4	38	77	60	40	2
383	4	7	12	4	42	51	1	2
383	4	7	12	4	42	51	1	2
386	2	21	5	70	23	1	5	2
406	2	7	1	3	20	5	1	2
408	1	7	10	4	1	7	1	2
408	1	7	10	4	1	7	1	2
409	2	17	21	3	2	1	1	2
414	8	4	1	2	7	1	5	2
419	8	4	1	2	85	51	5	2
420	9	1	1	3	2	1	5	2
422	2	1	5	3	2	5	5	2
423	9	1	1	3	42	7	5	2
426	9	7	10	4	4	14	1	2
436	7	21	5	62	4	61	44	2
436	7	21	5	62	4	61	44	2
443	24	17	2	15	23	3	12	2
447	1	2	42	4	3	40	3	2
447	1	2	42	4	3	40	3	2
447	1	2	42	4	3	40	3	2
447	1	2	42	4	3	40	3	2
447	1	2	42	4	3	40	3	2
447	1	2	42	4	3	40	3	2
447	1	2	42	4	3	40	3	2
447	1	2	42	4	3	40	3	2
447	1	2	42	4	3	40	3	2
447	1	2	42	4	3	40	3	2
447	1	2	42	4	3	40	3	2
447	1	2	42	4	3	40	3	2
447	1	2	42	4	3	40	3	2
447	1	2	42	4	3	40	3	2
447	1	2	42	4	3	40	3	2
447	1	2	42	4	3	40	3	2
447	1	2	42	4	3	40	3	2
447	1	2	42	4	3	40	3	2
447	1	2	42	4	3	40	3	2
447	1	2	42	4	3	40	3	2
474	2	4	1	2	2	1	5	2
475	2	4	1	4	19	62	5	2
475	2	4	1	4	19	62	5	2
484	7	26	4	2	4	12	40	2
485	10	24	10	2	42	7	1	2
486	2	2	1	2	2	1	5	2
487	7	1	5	3	2	1	5	2
488	22	2	27	9	75	1	5	2
495	67	2	42	4	4	25	8	2
496	9	1	4	6	4	5	6	2
499	1	1	42	4	3	58	3	2
539	8	32	2	71	22	3	6	2
540	7	1	5	3	2	1	6	2
548	7	3	1	4	10	1	5	2
564	4	7	40	92	42	51	1	2
564	4	7	40	92	42	51	1	2
565	9	2	4	38	4	5	6	2
573	7	28	4	28	17	34	12	2
573	7	28	4	28	17	34	12	2
573	7	28	4	28	17	34	12	2
573	7	28	4	28	17	34	12	2
573	7	28	4	28	17	34	12	2
573	7	28	4	28	17	34	12	2
573	7	28	4	28	17	34	12	2
573	7	28	4	28	17	34	12	2
573	7	28	4	28	17	34	12	2
573	7	28	4	28	17	34	12	2
574	7	53	2	10	11	3	3	2
574	7	53	2	10	11	3	3	2
614	73	21	2	10	86	3	6	2
623	4	7	10	4	1	1	6	2
624	14	35	27	4	11	12	5	2
625	58	7	40	4	42	3	38	2
637	10	33	22	49	43	82	31	2
644	2	28	4	28	17	34	12	2
660	1	3	6	4	54	91	3	2
665	4	7	6	3	2	7	1	2
666	8	1	6	3	17	1	1	2
667	2	75	5	48	2	34	1	2
668	2	1	12	3	22	1	5	2
669	9	25	2	10	1	3	6	2
670	77	30	2	2	89	59	6	2
672	4	7	10	4	2	20	1	2
791	7	97	5	2	135	68	26	2
791	7	97	5	2	135	68	26	2
791	7	97	5	2	135	68	26	2
791	7	97	5	2	135	68	26	2
791	7	97	5	2	135	68	26	2
791	7	97	5	2	135	68	26	2
791	7	97	5	2	135	68	26	2
791	7	97	5	2	135	68	26	2
791	7	97	5	2	135	68	26	2
791	7	97	5	2	135	68	26	2
791	7	97	5	2	135	68	26	2
791	7	97	5	2	135	68	26	2
791	7	97	5	2	135	68	26	2
791	7	97	5	2	135	68	26	2
791	7	97	5	2	135	68	26	2
791	7	97	5	2	135	68	26	2
791	7	97	5	2	135	68	26	2
791	7	97	5	2	135	68	26	2
791	7	97	5	2	135	68	26	2
791	7	97	5	2	135	68	26	2
791	7	97	5	2	135	68	26	2
791	7	97	5	2	135	68	26	2
794	10	81	50	87	120	76	52	2
806	2	1	1	3	140	3	5	2
806	2	1	1	3	140	3	5	2
806	2	1	1	3	140	3	5	2
824	9	2	2	2	11	5	6	2
918	2	4	1	4	19	1	5	2
923	24	30	2	2	1	59	6	2
923	24	30	2	2	1	59	6	2
924	7	2	5	53	11	3	1	2
924	7	2	5	53	11	3	1	2
937	7	17	5	2	156	3	6	2
939	7	2	5	2	156	3	6	2
940	2	4	27	122	11	3	5	2
1012	7	2	5	10	119	3	26	2
1015	2	1	1	3	11	3	5	2
1035	7	2	5	10	10	37	1	2
1035	7	2	5	10	10	37	1	2
1035	7	2	5	10	10	37	1	2
1035	7	2	5	10	10	37	1	2
1035	7	2	5	10	10	37	1	2
1035	7	2	5	10	10	37	1	2
1035	7	2	5	10	10	37	1	2
1035	7	2	5	10	10	37	1	2
1036	7	84	5	10	11	3	6	2
1036	7	84	5	10	11	3	6	2
1036	7	84	5	10	11	3	6	2
1036	7	84	5	10	11	3	6	2
1036	7	84	5	10	11	3	6	2
1036	7	84	5	10	11	3	6	2
1036	7	84	5	10	11	3	6	2
1036	7	84	5	10	11	3	6	2
1036	7	84	5	10	11	3	6	2
1036	7	84	5	10	11	3	6	2
1036	7	84	5	10	11	3	6	2
1037	8	10	5	153	11	12	6	2
1038	8	10	5	2	11	12	6	2
1038	8	10	5	2	11	12	6	2
1038	8	10	5	2	11	12	6	2
1039	2	4	119	25	11	3	5	2
1039	2	4	119	25	11	3	5	2
1039	2	4	119	25	11	3	5	2
1039	2	4	119	25	11	3	5	2
1039	2	4	119	25	11	3	5	2
1040	7	84	1	10	11	3	6	2
1040	7	84	1	10	11	3	6	2
1040	7	84	1	10	11	3	6	2
1041	2	4	119	25	89	3	5	2
1041	2	4	119	25	89	3	5	2
1041	2	4	119	25	89	3	5	2
1080	10	2	107	137	120	76	1	2
1081	1	3	6	4	54	91	6	2
1211	7	17	5	2	10	3	3	2
1358	2	63	1	93	11	3	6	2
1359	2	1	5	10	2	1	5	2
1370	1	2	42	4	235	40	3	2
1970	37	29	75	48	126	5	23	2
1971	4	233	10	4	1	7	1	2
21	2	1	1	3	2	1	5	3
21	2	1	1	3	2	1	5	3
42	1	2	3	4	5	9	3	3
45	4	7	10	4	1	7	1	3
45	4	7	10	4	1	7	1	3
49	3	1	5	17	11	11	6	3
53	2	1	21	3	2	1	5	3
53	2	1	21	3	2	1	5	3
53	2	1	21	3	2	1	5	3
97	4	7	10	4	1	1	1	3
137	4	7	10	4	42	7	1	3
137	4	7	10	4	42	7	1	3
137	4	7	10	4	42	7	1	3
233	2	7	10	4	1	7	1	3
257	9	2	4	62	4	5	6	3
257	9	2	4	62	4	5	6	3
257	9	2	4	62	4	5	6	3
334	4	7	40	4	42	7	1	3
334	4	7	40	4	42	7	1	3
447	1	2	42	4	3	40	3	3
448	61	70	22	18	2	74	47	3
448	61	70	22	18	2	74	47	3
508	1	6	60	24	12	28	1	3
521	17	2	8	5	99	2	4	3
521	17	2	8	5	99	2	4	3
521	17	2	8	5	99	2	4	3
563	17	5	8	5	8	2	4	3
583	4	7	10	4	42	51	1	3
583	4	7	10	4	42	51	1	3
677	10	81	50	99	120	76	52	3
793	64	33	68	98	1	17	16	3
794	10	81	50	87	120	76	52	3
800	27	2	22	104	43	86	62	3
801	64	70	68	97	122	106	16	3
808	18	22	22	18	138	86	16	3
810	18	22	22	110	137	17	60	3
810	18	22	22	110	137	17	60	3
811	76	101	22	104	116	86	16	3
812	1	98	22	18	116	10	47	3
834	64	105	20	77	94	113	16	3
836	64	33	20	111	138	17	47	3
837	64	19	20	100	144	3	6	3
840	18	100	68	24	138	116	63	3
841	64	99	78	104	139	108	16	3
21	2	1	1	3	2	1	5	4
38	2	4	2	2	6	1	5	4
42	1	2	3	4	5	9	3	4
45	4	7	10	4	1	7	1	4
45	4	7	10	4	1	7	1	4
45	4	7	10	4	1	7	1	4
45	4	7	10	4	1	7	1	4
45	4	7	10	4	1	7	1	4
45	4	7	10	4	1	7	1	4
45	4	7	10	4	1	7	1	4
45	4	7	10	4	1	7	1	4
61	1	4	2	2	6	3	17	4
583	4	7	10	4	42	51	1	4
677	10	81	50	99	120	76	52	4
677	10	81	50	99	120	76	52	4
793	64	33	68	98	1	17	16	4
799	18	89	77	109	122	86	16	4
801	64	70	68	97	122	106	16	4
803	18	85	22	104	113	105	6	4
807	18	22	77	98	2	86	16	4
833	44	106	29	28	136	1	35	4
835	64	33	76	108	146	107	61	4
839	18	2	22	104	134	115	31	4
19	2	1	5	3	2	1	5	5
19	2	1	5	3	2	1	5	5
19	2	1	5	3	2	1	5	5
19	2	1	5	3	2	1	5	5
19	2	1	5	3	2	1	5	5
19	2	1	5	3	2	1	5	5
19	2	1	5	3	2	1	5	5
19	2	1	5	3	2	1	5	5
19	2	1	5	3	2	1	5	5
19	2	1	5	3	2	1	5	5
19	2	1	5	3	2	1	5	5
19	2	1	5	3	2	1	5	5
19	2	1	5	3	2	1	5	5
21	2	1	1	3	2	1	5	5
21	2	1	1	3	2	1	5	5
21	2	1	1	3	2	1	5	5
21	2	1	1	3	2	1	5	5
21	2	1	1	3	2	1	5	5
21	2	1	1	3	2	1	5	5
21	2	1	1	3	2	1	5	5
21	2	1	1	3	2	1	5	5
21	2	1	1	3	2	1	5	5
21	2	1	1	3	2	1	5	5
21	2	1	1	3	2	1	5	5
21	2	1	1	3	2	1	5	5
21	2	1	1	3	2	1	5	5
22	1	3	6	4	3	3	3	5
22	1	3	6	4	3	3	3	5
38	2	4	2	2	6	1	5	5
42	1	2	3	4	5	9	3	5
42	1	2	3	4	5	9	3	5
42	1	2	3	4	5	9	3	5
42	1	2	3	4	5	9	3	5
42	1	2	3	4	5	9	3	5
42	1	2	3	4	5	9	3	5
42	1	2	3	4	5	9	3	5
42	1	2	3	4	5	9	3	5
42	1	2	3	4	5	9	3	5
42	1	2	3	4	5	9	3	5
42	1	2	3	4	5	9	3	5
42	1	2	3	4	5	9	3	5
42	1	2	3	4	5	9	3	5
42	1	2	3	4	5	9	3	5
45	4	7	10	4	1	7	1	5
45	4	7	10	4	1	7	1	5
45	4	7	10	4	1	7	1	5
48	2	4	1	2	7	1	5	5
48	2	4	1	2	7	1	5	5
48	2	4	1	2	7	1	5	5
50	2	1	12	3	2	1	5	5
50	2	1	12	3	2	1	5	5
52	9	25	2	10	22	3	6	5
52	9	25	2	10	22	3	6	5
52	9	25	2	10	22	3	6	5
52	9	25	2	10	22	3	6	5
52	9	25	2	10	22	3	6	5
52	9	25	2	10	22	3	6	5
52	9	25	2	10	22	3	6	5
53	2	1	21	3	2	1	5	5
53	2	1	21	3	2	1	5	5
53	2	1	21	3	2	1	5	5
61	1	4	2	2	6	3	17	5
61	1	4	2	2	6	3	17	5
61	1	4	2	2	6	3	17	5
61	1	4	2	2	6	3	17	5
61	1	4	2	2	6	3	17	5
61	1	4	2	2	6	3	17	5
61	1	4	2	2	6	3	17	5
61	1	4	2	2	6	3	17	5
61	1	4	2	2	6	3	17	5
61	1	4	2	2	6	3	17	5
61	1	4	2	2	6	3	17	5
61	1	4	2	2	6	3	17	5
61	1	4	2	2	6	3	17	5
61	1	4	2	2	6	3	17	5
61	1	4	2	2	6	3	17	5
61	1	4	2	2	6	3	17	5
61	1	4	2	2	6	3	17	5
61	1	4	2	2	6	3	17	5
61	1	4	2	2	6	3	17	5
81	2	4	2	2	6	3	17	5
81	2	4	2	2	6	3	17	5
137	4	7	10	4	42	7	1	5
206	2	21	5	37	2	1	5	5
206	2	21	5	37	2	1	5	5
206	2	21	5	37	2	1	5	5
206	2	21	5	37	2	1	5	5
206	2	21	5	37	2	1	5	5
206	2	21	5	37	2	1	5	5
206	2	21	5	37	2	1	5	5
206	2	21	5	37	2	1	5	5
206	2	21	5	37	2	1	5	5
206	2	21	5	37	2	1	5	5
206	2	21	5	37	2	1	5	5
206	2	21	5	37	2	1	5	5
206	2	21	5	37	2	1	5	5
257	9	2	4	62	4	5	6	5
262	2	1	1	3	2	1	3	5
262	2	1	1	3	2	1	3	5
262	2	1	1	3	2	1	3	5
262	2	1	1	3	2	1	3	5
262	2	1	1	3	2	1	3	5
262	2	1	1	3	2	1	3	5
262	2	1	1	3	2	1	3	5
262	2	1	1	3	2	1	3	5
262	2	1	1	3	2	1	3	5
262	2	1	1	3	2	1	3	5
262	2	1	1	3	2	1	3	5
262	2	1	1	3	2	1	3	5
262	2	1	1	3	2	1	3	5
262	2	1	1	3	2	1	3	5
262	2	1	1	3	2	1	3	5
262	2	1	1	3	2	1	3	5
265	19	24	42	20	62	52	33	5
265	19	24	42	20	62	52	33	5
265	19	24	42	20	62	52	33	5
266	2	1	5	3	2	54	5	5
266	2	1	5	3	2	54	5	5
266	2	1	5	3	2	54	5	5
266	2	1	5	3	2	54	5	5
266	2	1	5	3	2	54	5	5
268	43	1	1	3	2	1	6	5
270	10	27	43	19	6	18	7	5
271	2	1	5	37	2	1	5	5
273	2	21	5	37	60	1	5	5
273	2	21	5	37	60	1	5	5
274	23	1	1	3	2	2	3	5
275	2	1	47	3	2	1	3	5
276	2	21	5	37	62	1	5	5
277	2	21	5	66	20	1	5	5
279	1	2	3	67	5	9	3	5
280	2	1	5	3	2	10	5	5
282	2	1	5	3	63	15	5	5
284	54	39	48	3	2	44	5	5
300	7	1	1	3	2	1	3	5
300	7	1	1	3	2	1	3	5
327	51	37	5	65	2	56	5	5
352	1	4	2	2	6	3	38	5
354	8	10	2	2	11	12	6	5
354	8	10	2	2	11	12	6	5
376	2	2	1	3	2	1	5	5
471	7	21	5	37	2	1	5	5
517	2	2	3	4	5	9	3	5
518	1	1	1	3	2	1	5	5
519	1	1	1	3	2	1	3	5
520	2	1	12	88	2	1	5	5
615	7	1	1	3	2	1	5	5
616	43	1	5	3	2	1	5	5
632	4	2	3	4	5	9	3	5
633	4	7	41	4	2	7	1	5
634	1	2	4	4	5	9	3	5
635	2	1	21	3	6	1	5	5
636	1	3	2	2	6	3	1	5
638	7	2	3	4	2	9	3	5
639	1	1	2	3	6	1	3	5
640	4	1	1	3	2	1	5	5
641	43	1	1	3	2	9	5	5
642	2	2	1	9	2	1	3	5
643	1	2	3	4	5	11	6	5
648	33	39	30	82	113	47	1	5
5	7	2	5	2	10	3	6	6
5	7	2	5	2	10	3	6	6
139	32	38	30	41	49	35	28	6
270	10	27	43	19	6	18	7	6
270	10	27	43	19	6	18	7	6
270	10	27	43	19	6	18	7	6
285	10	54	43	19	10	5	7	6
285	10	54	43	19	10	5	7	6
285	10	54	43	19	10	5	7	6
399	4	7	14	4	1	7	1	6
403	10	27	16	19	10	5	7	6
403	10	27	16	19	10	5	7	6
403	10	27	16	19	10	5	7	6
403	10	27	16	19	10	5	7	6
403	10	27	16	19	10	5	7	6
415	10	62	43	19	6	5	7	6
428	9	25	16	10	22	3	6	6
435	10	27	43	19	10	5	7	6
549	25	62	43	19	6	22	7	6
550	10	27	43	19	4	22	7	6
551	10	27	25	4	10	22	7	6
552	10	27	59	4	10	5	7	6
552	10	27	59	4	10	5	7	6
553	10	27	16	4	6	22	7	6
554	1	27	2	2	6	3	28	6
556	10	27	43	19	10	18	7	6
557	10	27	25	19	10	3	7	6
558	10	62	43	7	6	5	7	6
630	4	7	40	4	2	7	1	6
664	10	62	43	19	6	5	1	6
23	1	5	9	5	8	8	2	7
23	1	5	9	5	8	8	2	7
47	2	1	1	5	2	1	5	7
47	2	1	1	5	2	1	5	7
47	2	1	1	5	2	1	5	7
47	2	1	1	5	2	1	5	7
47	2	1	1	5	2	1	5	7
47	2	1	1	5	2	1	5	7
48	2	4	1	2	7	1	5	7
69	2	1	27	3	33	1	5	7
69	2	1	27	3	33	1	5	7
73	21	2	9	5	30	23	21	7
73	21	2	9	5	30	23	21	7
74	17	1	4	5	6	2	4	7
74	17	1	4	5	6	2	4	7
80	1	6	7	2	8	6	3	7
80	1	6	7	2	8	6	3	7
91	23	4	1	2	6	3	5	7
91	23	4	1	2	6	3	5	7
98	2	32	1	2	7	1	5	7
98	2	32	1	2	7	1	5	7
99	1	6	7	2	7	32	3	7
99	1	6	7	2	7	32	3	7
101	10	31	7	2	39	31	3	7
101	10	31	7	2	39	31	3	7
